msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
aWNBa9OykdFL/D6VOe4Ij3Io1eg0/gTeoTeM8Jl7PLs=,41,30,149,149,1,20161221,20170121,0
aWNBa9OykdFL/D6VOe4Ij3Io1eg0/gTeoTeM8Jl7PLs=,41,30,149,149,1,20170121,20170221,0
aWNBa9OykdFL/D6VOe4Ij3Io1eg0/gTeoTeM8Jl7PLs=,41,30,149,149,1,20170221,20170321,0
aWNBa9OykdFL/D6VOe4Ij3Io1eg0/gTeoTeM8Jl7PLs=,41,30,149,149,1,20170321,20170421,0
aYap+cvAy4G/s3frjPkvq7gd/t/y2qK2MrK83douZ+A=,35,7,0,0,0,20161121,20161128,0
aZmCO+P5DjLQIUDFK8zI4XFE2WAVP3cuGSTquK5I+R8=,41,30,99,99,1,20161011,20161110,0
aZmCO+P5DjLQIUDFK8zI4XFE2WAVP3cuGSTquK5I+R8=,41,30,99,99,1,20161110,20161210,0
aZmCO+P5DjLQIUDFK8zI4XFE2WAVP3cuGSTquK5I+R8=,41,30,99,99,1,20161210,20170110,0
aZmCO+P5DjLQIUDFK8zI4XFE2WAVP3cuGSTquK5I+R8=,41,30,99,99,1,20170110,20170210,0
aZmCO+P5DjLQIUDFK8zI4XFE2WAVP3cuGSTquK5I+R8=,41,30,99,99,1,20170210,20170310,0
aZmCO+P5DjLQIUDFK8zI4XFE2WAVP3cuGSTquK5I+R8=,41,30,99,99,1,20170310,20170410,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20160412,20160515,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20160513,20160615,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20160613,20160715,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20160713,20160815,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20160813,20160915,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20160913,20161015,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20161013,20161115,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20161113,20161215,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20161213,20170115,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20170113,20170215,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20170213,20170315,0
aaIvL4or1SBYVKq+NmYPaSZnoO6+Abwiojhx743hpRk=,40,30,149,149,1,20170313,20170415,0
aaUZUqyPvWPlAB3fTTwn7wAWiFh3o/Q/5usKnHYfmaE=,38,7,0,0,0,20160531,20160607,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20160603,20160703,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20160703,20160803,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20160803,20160903,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20160903,20161003,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20161003,20161103,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20161103,20161203,0
aatP1HyJpYq+T/Ib0+qKeFnt49SzlDkkD23nIolMbCc=,41,30,99,99,1,20161123,20161123,1
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,38,30,149,149,0,20150905,20151005,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,32,195,894,894,0,20151005,20160417,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,32,195,894,894,0,20160417,20161101,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,40,30,149,0,1,20161029,20161203,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,40,30,149,149,1,20161201,20170103,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,40,30,149,149,1,20170101,20170203,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,40,30,149,149,1,20170201,20170303,0
acrL0wSNrbShTdihkgOdUrMmwhHoFLL5yFEkoA+DZHw=,40,30,149,149,1,20170301,20170403,0
ad5rUEx++WI8e1UQRdzaMa28onmIxme4W/109/6hjuc=,35,7,0,0,0,20161025,20161101,0
ae2CzQo2I5KnR9asXcCV8GnIzBFKFv4i50F8Q7rFVCE=,40,30,149,149,1,20150830,20150930,0
ae2CzQo2I5KnR9asXcCV8GnIzBFKFv4i50F8Q7rFVCE=,40,30,149,149,1,20151001,20151031,0
ae2CzQo2I5KnR9asXcCV8GnIzBFKFv4i50F8Q7rFVCE=,40,30,149,149,1,20151101,20151130,0
ae2CzQo2I5KnR9asXcCV8GnIzBFKFv4i50F8Q7rFVCE=,40,30,149,149,1,20151105,20151130,1
ae2CzQo2I5KnR9asXcCV8GnIzBFKFv4i50F8Q7rFVCE=,38,30,149,149,0,20160525,20160624,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20150811,20150910,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20150910,20151010,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20151010,20151110,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20151110,20151210,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20151210,20160110,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160110,20160210,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160210,20160310,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160310,20160410,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160410,20160510,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160510,20160610,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160610,20160710,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160710,20160810,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160810,20160910,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20160910,20161010,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20161010,20161110,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20161110,20161210,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20161210,20170110,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20170110,20170210,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20170210,20170310,0
ae630d5+EoGz398vQuRKO/nGOF3o4Beeks/7K3SUL+k=,41,30,99,99,1,20170310,20170410,0
afpPtlWs+212Jj/+ZXxEqCPwfGuu9O6wOrC7CnwRY0g=,35,7,0,0,0,20150608,20150615,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,0,1,20150418,20150518,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20150518,20150618,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20150618,20150718,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20150718,20150818,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20150818,20150918,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20150918,20151018,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20151018,20151118,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20151118,20151218,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20151218,20160118,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160118,20160218,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160218,20160318,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160318,20160418,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160418,20160518,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160518,20160618,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160618,20160718,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160718,20160818,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160818,20160918,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20160918,20161018,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20161018,20161118,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20161118,20161218,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20161218,20170118,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20170118,20170218,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20170218,20170318,0
akLPsrAwycCji8rICjnG8DcFMPXVRZ4PIu71LiCLy54=,41,30,149,149,1,20170318,20170418,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20151226,20160125,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160125,20160225,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160225,20160325,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160325,20160425,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160425,20160525,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160525,20160625,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160625,20160725,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160725,20160825,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160825,20160925,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20160925,20161025,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20161025,20161125,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20161125,20161225,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20161225,20170125,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20170125,20170225,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20170225,20170325,0
annbP/KpQtJ/r6/Qg3oKDvQDF6EWTfRvb9d+Mmo2Fgs=,41,30,149,149,1,20170325,20170425,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20151224,20160124,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160124,20160224,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160224,20160324,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160324,20160424,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160424,20160524,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160524,20160624,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160624,20160724,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160724,20160824,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160824,20160924,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20160924,20161024,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20161024,20161124,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20161124,20161224,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20161224,20170124,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20170124,20170224,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20170224,20170324,0
ao1gNMoLZV7UD2NgQd0aF3/7USsmmCpMvXyStgYpXlI=,41,30,99,99,1,20170324,20170424,0
aoah3VhdI0h1E4oWTmh/FvdIVK5ecQYLhHVd3sUBDaw=,38,30,149,149,0,20150920,20151020,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,38,30,149,149,0,20160113,20160212,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,38,30,149,149,0,20160213,20160314,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,38,30,149,149,0,20160314,20160413,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,38,30,149,149,0,20160414,20160514,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,38,30,149,149,0,20160515,20160614,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,38,30,149,149,0,20160719,20160818,0
aptbi4ek9MDGiP4NiCLLxxArWQx92j7WdUs5qHmCgtA=,35,7,0,0,0,20160720,20160825,0
avFDiiUeKPz3T3zYgX/9p11W3lKEGthZBu9CnluJOeY=,35,7,0,0,0,20161026,20161102,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20160916,20161018,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20161017,20161118,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20161117,20161218,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20161217,20170118,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20170117,20170218,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20170217,20170318,0
ayc8Wiuej+ge/n+YOBwE9db3yk3RYL8na8Uw7OY4wWo=,36,30,180,180,1,20170317,20170418,0
b+B3UBhSjtw/VrenB463yUrC3m0WGcipDfUfaVhLTqY=,41,30,99,99,1,20161205,20170104,0
b+B3UBhSjtw/VrenB463yUrC3m0WGcipDfUfaVhLTqY=,41,30,99,99,1,20170104,20170204,0
b+B3UBhSjtw/VrenB463yUrC3m0WGcipDfUfaVhLTqY=,41,30,99,99,1,20170204,20170304,0
b+B3UBhSjtw/VrenB463yUrC3m0WGcipDfUfaVhLTqY=,41,30,99,99,1,20170304,20170404,0
b+RvID62HLskgBn7ZwnEtDIoz36VAXiSB3ZlCwBrwjA=,36,30,150,150,0,20150712,20150811,0
b/pLlf/gPrDsXC8pdNqeROF/YHzeNyFZqOYLj82pxfU=,35,7,0,0,0,20150614,20150615,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20160715,20160801,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,149,1,20160731,20160901,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,149,1,20160831,20161001,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20160930,20161101,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20161031,20161201,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20161130,20170101,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20161231,20170201,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20170131,20170301,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20170228,20170401,0
b2W/WMNwqb4TXKK1Dcsrg+oZHlmJb33nJk4qS0wAgdA=,23,30,149,129,1,20170331,20170501,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150120,20150219,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150219,20150319,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150319,20150419,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150419,20150519,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150519,20150619,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150619,20150719,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150719,20150819,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150819,20150919,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20150919,20151019,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20151019,20151119,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20151119,20151219,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20151219,20160119,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160119,20160219,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160219,20160319,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160319,20160419,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160419,20160519,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160519,20160619,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160619,20160719,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160719,20160819,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160819,20160919,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20160919,20161019,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20161019,20161119,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20161119,20161219,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20161219,20170119,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20170119,20170219,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20170219,20170319,0
b53btVlS03zFQMnLrTwlqeauAHda+ZKMwSD02NXTpRo=,41,30,149,149,1,20170319,20170419,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20151024,20151123,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20151123,20151223,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20151223,20160123,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160123,20160223,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160223,20160323,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160323,20160423,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160423,20160523,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160523,20160623,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160623,20160723,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160723,20160823,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160823,20160923,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20160923,20161023,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20161023,20161123,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20161123,20161223,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20161223,20170123,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20170123,20170223,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,99,99,1,20170223,20170223,1
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,100,100,1,20170223,20170322,0
b8nq+5S7lTyF4DTa5VUuKVdRKTOlghSp1r5Us+phJOI=,41,30,100,100,1,20170322,20170422,0
bA6axQoNROnk52/DFCRIjnpLVN2meAbmV2e7S4L80d0=,38,30,149,149,0,20151116,20151216,0
bA6axQoNROnk52/DFCRIjnpLVN2meAbmV2e7S4L80d0=,38,30,149,149,0,20151218,20160117,0
bA6axQoNROnk52/DFCRIjnpLVN2meAbmV2e7S4L80d0=,29,30,180,180,0,20160815,20160914,0
bA6axQoNROnk52/DFCRIjnpLVN2meAbmV2e7S4L80d0=,29,30,180,180,0,20160919,20161019,0
bA6axQoNROnk52/DFCRIjnpLVN2meAbmV2e7S4L80d0=,29,30,180,180,0,20170121,20170220,0
bA6axQoNROnk52/DFCRIjnpLVN2meAbmV2e7S4L80d0=,29,30,180,180,0,20170305,20170404,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,99,99,1,20151217,20160117,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,99,99,1,20160117,20160217,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,99,99,1,20160217,20160317,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,99,99,1,20160317,20160417,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,99,99,1,20160323,20160324,1
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,38,30,149,149,0,20160404,20160504,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,149,149,1,20160508,20160607,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,149,149,1,20160607,20160707,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,149,149,1,20160707,20160807,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,149,149,1,20160807,20160907,0
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,149,149,1,20160907,20160908,1
bBw5M8Izr73ibapPHO/Xg91LC5/wiFrB+tAL8fviRVE=,41,30,149,149,1,20160907,20161007,0
bC2H8moc3D0m/uXhfsS0uuDCWJJ8aln7rlQtyVLdf6U=,35,7,0,0,0,20161025,20161101,0
bCdgpM8Nnxb9BX8fOtCJsSALvu8FfiuIecsk+KTZA9U=,35,7,0,0,0,20161106,20161113,0
bDf3BItrzBmKe668d3SNYF1vmri5XKr8/MrebZIHHqQ=,35,7,0,0,0,20150613,20150615,0
bDf3BItrzBmKe668d3SNYF1vmri5XKr8/MrebZIHHqQ=,38,30,149,149,0,20150613,20150715,0
bHJz253ltchtbryWkLJ7cTdxbCGAYQgbqDKbkAgZRlU=,38,30,149,149,0,20151101,20151201,0
bHJz253ltchtbryWkLJ7cTdxbCGAYQgbqDKbkAgZRlU=,38,30,149,149,0,20151101,20151231,0
